similarity_computation,0:00:07.023563
clustering_0,0:00:00.019059
clustering_1,0:00:00.019332
clustering_2,0:00:00.019461
clustering_3,0:00:00.019486
clustering_4,0:00:00.019880
clustering_5,0:00:00.019426
clustering_6,0:00:00.019265
clustering_7,0:00:00.019372
clustering_8,0:00:00.019211
clustering_9,0:00:00.019902
clustering_10,0:00:00.019818
clustering_11,0:00:00.019376
clustering_12,0:00:00.019449
clustering_13,0:00:00.019240
clustering_14,0:00:00.020426
clustering_15,0:00:00.019299
clustering_16,0:00:00.019173
clustering_17,0:00:00.019206
clustering_18,0:00:00.019293
clustering_19,0:00:00.019279
clustering_20,0:00:00.019204
clustering_21,0:00:00.020006
clustering_22,0:00:00.020021
clustering_23,0:00:00.020324
clustering_24,0:00:00.019194
clustering_25,0:00:00.019632
clustering_26,0:00:00.019383
clustering_27,0:00:00.019324
clustering_28,0:00:00.019206
clustering_29,0:00:00.019247
clustering_30,0:00:00.019630
clustering_31,0:00:00.019998
clustering_32,0:00:00.019314
clustering_33,0:00:00.019258
clustering_34,0:00:00.019258
clustering_35,0:00:00.019418
clustering_36,0:00:00.019368
clustering_37,0:00:00.019532
clustering_38,0:00:00.019499
clustering_39,0:00:00.019482
clustering_40,0:00:00.019315
clustering_41,0:00:00.019575
clustering_42,0:00:00.019537
clustering_43,0:00:00.019720
clustering_44,0:00:00.019605
clustering_45,0:00:00.019588
clustering_46,0:00:00.019218
clustering_47,0:00:00.019284
clustering_48,0:00:00.019183
clustering_49,0:00:00.019331
clustering_50,0:00:00.019632
clustering_51,0:00:00.019748
clustering_52,0:00:00.019834
clustering_53,0:00:00.019467
clustering_54,0:00:00.019233
clustering_55,0:00:00.019310
clustering_56,0:00:00.019237
clustering_57,0:00:00.019243
clustering_58,0:00:00.019254
clustering_59,0:00:00.019533
clustering_60,0:00:00.019439
clustering_61,0:00:00.019455
clustering_62,0:00:00.019786
clustering_63,0:00:00.019526
clustering_64,0:00:00.019624
clustering_65,0:00:00.020022
clustering_66,0:00:00.019949
clustering_67,0:00:00.019839
clustering_68,0:00:00.019447
clustering_69,0:00:00.020378
clustering_70,0:00:00.019676
clustering_71,0:00:00.019889
clustering_72,0:00:00.019650
clustering_73,0:00:00.019303
clustering_74,0:00:00.019495
clustering_75,0:00:00.019364
clustering_76,0:00:00.019407
clustering_77,0:00:00.019325
clustering_78,0:00:00.019336
clustering_79,0:00:00.019443
clustering_80,0:00:00.019295
clustering_81,0:00:00.019331
clustering_82,0:00:00.019414
clustering_83,0:00:00.019296
clustering_84,0:00:00.019426
clustering_85,0:00:00.019356
clustering_86,0:00:00.019784
clustering_87,0:00:00.019452
clustering_88,0:00:00.019343
clustering_89,0:00:00.019290
clustering_90,0:00:00.019336
clustering_91,0:00:00.019794
clustering_92,0:00:00.020081
clustering_93,0:00:00.019377
clustering_94,0:00:00.019381
clustering_95,0:00:00.019675
clustering_96,0:00:00.019373
clustering_97,0:00:00.019606
clustering_98,0:00:00.019541
clustering_99,0:00:00.019466
clustering_100,0:00:00.019591
clustering_101,0:00:00.019802
clustering_102,0:00:00.019540
clustering_103,0:00:00.019902
correction,0:00:19.231442
total_time,0:00:28.352036
