similarity_computation,0:00:57.904903
clustering_0,0:00:00.118063
clustering_1,0:00:00.122008
clustering_2,0:00:00.120028
clustering_3,0:00:00.118900
clustering_4,0:00:00.118459
clustering_5,0:00:00.116544
clustering_6,0:00:00.119375
clustering_7,0:00:00.115890
clustering_8,0:00:00.118392
clustering_9,0:00:00.117527
clustering_10,0:00:00.120889
clustering_11,0:00:00.119132
clustering_12,0:00:00.118517
clustering_13,0:00:00.117711
clustering_14,0:00:00.118031
clustering_15,0:00:00.119437
clustering_16,0:00:00.117541
clustering_17,0:00:00.120408
clustering_18,0:00:00.118451
clustering_19,0:00:00.115416
clustering_20,0:00:00.117894
clustering_21,0:00:00.116563
clustering_22,0:00:00.117660
clustering_23,0:00:00.115927
clustering_24,0:00:00.120440
clustering_25,0:00:00.116127
clustering_26,0:00:00.115386
clustering_27,0:00:00.129067
clustering_28,0:00:00.122622
clustering_29,0:00:00.125510
clustering_30,0:00:00.120298
clustering_31,0:00:00.118509
clustering_32,0:00:00.114610
clustering_33,0:00:00.115433
clustering_34,0:00:00.116129
clustering_35,0:00:00.114441
clustering_36,0:00:00.117932
clustering_37,0:00:00.136303
clustering_38,0:00:00.124878
clustering_39,0:00:00.120252
clustering_40,0:00:00.116756
clustering_41,0:00:00.116837
clustering_42,0:00:00.116016
clustering_43,0:00:00.114842
clustering_44,0:00:00.116767
clustering_45,0:00:00.113769
clustering_46,0:00:00.114773
clustering_47,0:00:00.129743
clustering_48,0:00:00.121838
clustering_49,0:00:00.119615
clustering_50,0:00:00.120688
clustering_51,0:00:00.120639
clustering_52,0:00:00.121938
clustering_53,0:00:00.119176
clustering_54,0:00:00.118408
clustering_55,0:00:00.117752
clustering_56,0:00:00.116783
clustering_57,0:00:00.115278
clustering_58,0:00:00.115617
clustering_59,0:00:00.117439
clustering_60,0:00:00.117460
clustering_61,0:00:00.117501
clustering_62,0:00:00.120290
clustering_63,0:00:00.118413
clustering_64,0:00:00.114767
clustering_65,0:00:00.114492
clustering_66,0:00:00.115885
clustering_67,0:00:00.131410
clustering_68,0:00:00.125483
clustering_69,0:00:00.138617
clustering_70,0:00:00.137189
clustering_71,0:00:00.126616
clustering_72,0:00:00.114182
clustering_73,0:00:00.114284
clustering_74,0:00:00.114415
clustering_75,0:00:00.119120
clustering_76,0:00:00.114731
clustering_77,0:00:00.115585
clustering_78,0:00:00.116210
clustering_79,0:00:00.115314
clustering_80,0:00:00.115448
clustering_81,0:00:00.114852
clustering_82,0:00:00.115984
clustering_83,0:00:00.115573
clustering_84,0:00:00.115995
clustering_85,0:00:00.114422
clustering_86,0:00:00.115146
clustering_87,0:00:00.116837
clustering_88,0:00:00.114865
clustering_89,0:00:00.115268
clustering_90,0:00:00.115608
clustering_91,0:00:00.115412
clustering_92,0:00:00.115761
clustering_93,0:00:00.118774
clustering_94,0:00:00.117848
clustering_95,0:00:00.118100
clustering_96,0:00:00.116112
clustering_97,0:00:00.115197
correction,0:00:26.867494
total_time,0:01:36.535433
